,id,name,Unnamed: 0,amenities_0,amenities_1,amenities_2,availability,roomleft,dis_from_des,latitude,longitude,free_cancel,pay_later,price_display,price_original,discount_percent,review_score,review_superlative,review_count,vip
347,8096911,Hotel Icon Bangkok Sukhumvit,347,pool,,,True,,1.22,13.739041,100.551955,FREE_CANCEL,PAY_LATER,42.0,70.0,40.0,4.2,Very Good,998,
348,528633,Arnoma Grand,348,pool,,,True,,0.31,13.74662,100.54058,FREE_CANCEL,,69.0,,,3.7,Good,1000,
349,74888019,Shama Yen-Akat Bangkok,349,,,,True,4.0,2.55,13.711235,100.543195,,,41.0,55.0,25.0,5.0,Exceptional,4,
350,42267764,The Iconic Don Mueang Airport,350,pool,,,True,,11.92,13.910956,100.592878,FREE_CANCEL,,23.0,34.0,32.0,4.0,Very Good,15,
351,21194472,Zayn Hotel Bangkok,351,,,,True,4.0,7.13,13.737566,100.641811,FREE_CANCEL,PAY_LATER,34.0,54.0,37.0,4.3,Excellent,62,
352,22841671,The Quarter Ladprao by UHG,352,pool,,,True,,4.77,13.811733,100.562062,FREE_CANCEL,,42.0,,,4.4,Excellent,285,
353,10450270,Bossotel Bangkok,353,,,,True,1.0,2.25,13.721399,100.51608,,,42.0,,,3.9,Good,344,
354,75772974,Aspira Parc Sukhumvit 22,354,,,,True,,2.22,13.73239,100.56524,,,27.0,36.0,25.0,4.0,Very Good,2,
355,15391796,Patra Boutique Hotel,355,,,,True,,0.53,13.75437,100.539393,FREE_CANCEL,PAY_LATER,27.0,30.0,10.0,4.2,Very Good,560,
356,19302202,Alexander Hotel,356,pool,,,True,5.0,6.97,13.763053,100.638605,FREE_CANCEL,PAY_LATER,40.0,,,4.0,Very Good,29,
357,1584433,The Four Wings Hotel Bangkok,357,pool,,,True,,2.74,13.724694,100.569373,FREE_CANCEL,,32.0,77.0,59.0,3.8,Good,192,
358,36002945,Artino Hotel,358,pool,,,True,1.0,1.55,13.725269,100.533228,,,38.0,42.0,10.0,4.3,Excellent,32,
359,1982362,FuramaXclusive Asoke Hotel,359,pool,,,True,,1.79,13.740168,100.561613,FREE_CANCEL,,35.0,,,4.1,Very Good,1000,
360,559466,Evergreen Laurel Hotel Bangkok,360,pool,hot_tub,,True,,1.66,13.72358,100.533872,FREE_CANCEL,,57.0,,,4.3,Excellent,458,
361,70154,Riverfront Bangkok,361,,,,True,4.0,5.24,13.672031,100.543488,FREE_CANCEL,PAY_LATER,39.0,90.0,57.0,4.0,Very Good,82,
362,21168881,Boutique Poo-Yai Lee,362,,,,True,5.0,3.58,13.796289,100.554003,FREE_CANCEL,,30.0,,,4.5,Wonderful,44,
363,20578316,Lilac Relax Residence,363,,,,True,5.0,14.67,13.72341,100.75315,FREE_CANCEL,PAY_LATER,30.0,,,4.3,Excellent,158,
364,15662162,Ibis Styles Bangkok Sukhumvit50,364,,,,True,,4.68,13.70202,100.587698,FREE_CANCEL,,23.0,,,3.8,Good,23,
365,19337105,Onix Hotel Bangkok,365,pool,,,True,5.0,6.62,13.744522,100.634543,,,20.0,27.0,25.0,4.3,Excellent,20,
366,1838835,Oakwood Residence Sukhumvit 24 Bangkok,366,pool,,,True,6.0,2.61,13.728013,100.569277,,,56.0,68.0,16.0,4.2,Very Good,330,VIP Access
367,5268700,Grand Howard Hotel Bangkok,367,pool,,,True,,3.42,13.702007,100.515959,,,35.0,,,3.8,Good,69,
368,22132883,Na Siri Lakeview,368,,,,True,6.0,13.41,13.705142,100.73097,FREE_CANCEL,PAY_LATER,20.0,,,4.0,Very Good,133,
369,24065270,Hotel Tranz,369,,,,True,2.0,0.67,13.757019,100.534468,FREE_CANCEL,PAY_LATER,50.0,70.0,29.0,4.4,Excellent,256,VIP Access
370,27847678,Siri Heritage Bangkok Hotel,370,pool,,,True,7.0,2.65,13.754107,100.497188,FREE_CANCEL,PAY_LATER,38.0,52.0,27.0,4.4,Excellent,48,VIP Access
371,10610394,Adelphi Forty-Nine,371,pool,,,True,5.0,2.98,13.728121,100.57562,FREE_CANCEL,PAY_LATER,89.0,171.0,48.0,4.6,Wonderful,732,VIP Access
372,36963356,Triple Y Hotel,372,,,,True,,1.02,13.73492,100.528144,,,52.0,175.0,70.0,4.6,Wonderful,47,
373,78444411,Crown   Bts   Nana  Hotel,373,,,,True,,1.42,13.739304,100.55538,FREE_CANCEL,PAY_LATER,22.0,24.0,10.0,0.0,,0,
374,17274105,130 Hotel & Residence Bangkok,374,,,,True,,6.66,13.771752,100.632089,FREE_CANCEL,,17.0,58.0,70.0,4.2,Very Good,59,
375,1073739,The Davis Bangkok Hotel,375,pool,hot_tub,,True,,2.71,13.721078,100.565803,FREE_CANCEL,PAY_LATER,32.0,65.0,50.0,4.1,Very Good,1001,
376,5276255,Paragon Inn,376,pool,,,True,5.0,13.26,13.716897,100.731077,,,29.0,33.0,10.0,3.9,Good,548,
377,19868,Rama Gardens Hotel Bangkok,377,pool,hot_tub,,True,2.0,8.16,13.860674,100.5708,FREE_CANCEL,PAY_LATER,46.0,,,4.1,Very Good,197,
378,15947276,Modena by Fraser Bangkok Hotel Residences,378,,,,True,,2.44,13.721003,100.560098,FREE_CANCEL,PAY_LATER,81.0,90.0,10.0,4.5,Wonderful,852,VIP Access
379,77115128,Orion Hotel & Residence,379,pool,,,True,4.0,8.59,13.663835,100.630689,FREE_CANCEL,,27.0,,,5.0,Exceptional,2,
380,1367278,Forum Park Hotel,380,pool,,,True,,2.8,13.707,100.536095,FREE_CANCEL,,25.0,,,3.8,Good,23,
381,36325510,Aspira One Sutthisan,381,,,,True,,3.91,13.790006,100.574552,FREE_CANCEL,PAY_LATER,23.0,36.0,35.0,4.6,Wonderful,14,
382,4351377,OYO 512 Plai And Herbs Suvarnabhumi Airport,382,,,,True,5.0,13.58,13.709089,100.734504,FREE_CANCEL,,11.0,24.0,55.0,3.1,,661,
383,19420342,KritThai Residence,383,,,,True,,0.52,13.746999,100.528328,FREE_CANCEL,PAY_LATER,57.0,82.0,30.0,4.3,Excellent,466,
384,9439622,Hotel U-Tiny Boutique,384,pool,,,True,,11.37,13.744916,100.705367,FREE_CANCEL,,26.0,77.0,66.0,4.5,Wonderful,595,
385,4928268,Abloom Exclusive Serviced Apartments,385,pool,,,True,,1.81,13.773123,100.541575,,,33.0,,,4.2,Very Good,476,
386,36592153,B Stay Hotel,386,,,,True,5.0,5.47,13.762748,100.616015,FREE_CANCEL,PAY_LATER,17.0,,,4.3,Excellent,13,
387,3187376,CITICHIC Sukhumvit 13 Bangkok by Compass Hospitality,387,,,,True,7.0,1.49,13.744953,100.558017,FREE_CANCEL,PAY_LATER,26.0,,,4.0,Very Good,411,
388,3019979,Renaissance Bangkok Ratchaprasong Hotel,388,pool,hot_tub,,True,5.0,0.52,13.743756,100.542776,FREE_CANCEL,PAY_LATER,137.0,,,4.4,Excellent,1000,
389,35572366,WIW Minihotel,389,,,,True,1.0,11.86,13.9109,100.59,FREE_CANCEL,PAY_LATER,51.0,,,5.0,Exceptional,8,
390,3607,Montien Riverside Hotel,390,pool,,,True,,4.43,13.68941,100.508102,,,60.0,,,4.0,Very Good,675,
391,1852786,Tongtara Riverview Hotel,391,pool,,,True,7.0,4.13,13.699396,100.499593,FREE_CANCEL,PAY_LATER,26.0,82.0,69.0,3.8,Good,225,
392,12482387,The Raweekanlaya Hotel Bangkok,392,pool,,,True,1.0,2.52,13.768086,100.504973,,,59.0,79.0,25.0,4.2,Very Good,175,
393,7754860,Paradiso Boutique Suites,393,,,,True,1.0,1.57,13.738572,100.557453,FREE_CANCEL,PAY_LATER,24.0,35.0,30.0,3.9,Good,296,
394,3254,Royal Princess Larn Luang,394,pool,,,True,5.0,1.7,13.757272,100.512701,FREE_CANCEL,PAY_LATER,59.0,112.0,47.0,4.0,Very Good,726,
395,8327928,UMA Residence,395,pool,,,True,4.0,2.96,13.784192,100.513272,,,25.0,,,4.3,Excellent,317,
396,9079775,Marigold Sukhumvit,396,pool,,,True,,7.87,13.65183,100.599733,FREE_CANCEL,,22.0,24.0,11.0,3.8,Good,64,
397,17405012,Park Hyatt Bangkok,397,pool,,,True,,0.8,13.743808,100.547383,FREE_CANCEL,,356.0,,,4.7,Exceptional,356,
398,5999685,The Vertical Suite,398,free_breakfast,pool,hot_tub,True,5.0,8.41,13.690521,100.646747,,,55.0,,,4.1,Very Good,121,
399,14857265,NAP Hotel Bangkok,399,,,,True,,0.41,13.753479,100.536209,FREE_CANCEL,PAY_LATER,45.0,70.0,35.0,4.3,Excellent,268,
400,4561283,Cape House Langsuan Hotel,400,pool,hot_tub,,True,5.0,0.67,13.741023,100.543448,,,77.0,87.0,11.0,4.5,Wonderful,673,
401,31377381,VST Residence Thepharak,401,,,,True,,12.72,13.611682,100.664027,,,19.0,,,4.3,Excellent,4,
402,4556160,LiT BANGKOK Hotel,402,pool,hot_tub,,True,,0.43,13.748086,100.529613,,,69.0,82.0,15.0,4.4,Excellent,997,
403,11741044,OYO 117 King One Suvarnabhumi Hotel,403,,,,True,,12.28,13.716388,100.716142,FREE_CANCEL,,11.0,22.0,49.0,3.6,Good,25,
404,2339240,Oakwood Hotel & Residence Bangkok,404,pool,,,True,,2.43,13.717876,100.516571,FREE_CANCEL,PAY_LATER,40.0,57.0,30.0,4.0,Very Good,13,
405,15658086,Grand 5 Hotel & Plaza Sukhumvit Bangkok,405,,,,True,,1.27,13.741668,100.553981,,,57.0,63.0,10.0,3.9,Good,379,
406,9276953,Aurum The River Place,406,free_breakfast,,,True,1.0,2.95,13.743727,100.492283,FREE_CANCEL,,82.0,,,4.6,Wonderful,162,
407,5311733, La Petite Salil Sukhumvit 11,407,,,,True,,1.39,13.743243,100.556303,FREE_CANCEL,PAY_LATER,32.0,49.0,35.0,3.8,Good,641,
408,12466994,House of Phraya Jasaen,408,,,,True,3.0,2.65,13.715166,100.514707,FREE_CANCEL,,28.0,56.0,50.0,4.6,Wonderful,264,
409,3545468,Northgate Ratchayothin,409,pool,,,True,,5.96,13.829712,100.563126,FREE_CANCEL,PAY_LATER,41.0,82.0,50.0,4.2,Very Good,144,VIP Access
410,67377203,Beanstalk Bangkok,410,,,,True,5.0,1.91,13.725727,100.51839,FREE_CANCEL,PAY_LATER,35.0,,,4.8,Exceptional,5,
411,22734117,Blue Sky Residence Airport,411,pool,,,True,,15.41,13.598243,100.706601,FREE_CANCEL,PAY_LATER,22.0,37.0,42.0,4.0,Very Good,34,
412,19199450,Haven't Met Bangkok Silom by Cross Collection,412,pool,,,True,5.0,1.62,13.724467,100.531289,,,35.0,,,4.1,Very Good,88,
413,5064436,The Heritage Hotels Bangkok,413,pool,,,True,,1.68,13.72397,100.52989,,,28.0,,,3.1,,998,
414,2805434,Grand Pinnacle,414,free_breakfast,,,True,5.0,15.91,13.722312,100.771704,FREE_CANCEL,,12.0,,,3.4,,118,
415,18229874,Top High Airport Link Hotel,415,pool,,,True,,0.57,13.755694,100.536496,FREE_CANCEL,,26.0,,,4.0,Very Good,401,
416,904910,Bangkok Palace Hotel,416,pool,,,True,,0.84,13.752443,100.547425,,,28.0,70.0,60.0,3.1,,410,
417,45983934,Station 203 Hotel,417,,,,True,4.0,13.22,13.806839,100.723329,FREE_CANCEL,,16.0,,,0.0,,0,
418,41900502,Solaria Nishitetsu Hotel Bangkok,418,pool,,,True,,1.79,13.736783,100.560324,FREE_CANCEL,PAY_LATER,121.0,,,4.5,Wonderful,6,
419,8348707,Park Village Rama II,419,pool,,,True,2.0,9.06,13.661352,100.434182,FREE_CANCEL,,38.0,43.0,12.0,4.2,Very Good,71,
420,2693289,The Dawin Hotel,420,pool,,,True,,1.34,13.737613,100.55313,FREE_CANCEL,PAY_LATER,54.0,60.0,10.0,4.4,Excellent,527,
421,10410594,Grace Hotel,421,pool,,,True,5.0,1.19,13.744198,100.553461,,,33.0,,,2.7,,220,
422,79327002,Oakwood Studios Sukhumvit Bangkok,422,pool,,,True,,2.96,13.72178,100.57124,FREE_CANCEL,PAY_LATER,61.0,71.0,15.0,0.0,,0,
423,74489731,"The Standard, Bangkok Mahanakhon",423,pool,,,True,,1.72,13.723691,100.52833,FREE_CANCEL,PAY_LATER,188.0,235.0,20.0,5.0,Exceptional,3,VIP Access
424,32624064,Vib Best Western Sanam Pao,424,,,,True,,1.81,13.773019,100.542021,,,33.0,,,4.5,Wonderful,51,
425,13290942,The Bazaar Hotel,425,pool,,,True,,4.75,13.805037,100.574742,,,37.0,57.0,35.0,3.4,,40,
426,6882094,Citin Sukhumvit 11 Nana Bangkok by Compass Hospitality,426,,,,True,8.0,1.46,13.740813,100.556638,FREE_CANCEL,PAY_LATER,21.0,23.0,10.0,3.3,,462,
427,45913328,Villa De Pranakorn - Relais & Chateaux,427,pool,,,True,,2.15,13.749908,100.504107,,,66.0,106.0,38.0,5.0,Exceptional,1,
428,71671051,Lamphu House Bangkok,428,,,,True,2.0,2.86,13.761836,100.496017,FREE_CANCEL,PAY_LATER,14.0,,,0.0,,0,
429,31711255,Nimit Boutique Hotel Collection,429,,,,True,2.0,2.33,13.734485,100.568087,FREE_CANCEL,,46.0,54.0,15.0,4.4,Excellent,115,
430,4191189,Lohas Residences Sukhumvit,430,pool,hot_tub,,True,,1.3,13.737284,100.552254,,,50.0,77.0,35.0,3.9,Good,996,
431,18685375,Sook Station,431,,,,True,2.0,6.78,13.68171,100.61095,FREE_CANCEL,,23.0,,,4.5,Wonderful,26,
432,21935156,Baansuanprannok Hotel,432,pool,,,True,,4.03,13.7541,100.4764,,,28.0,45.0,38.0,4.8,Exceptional,23,
433,30417827,GLOW Sukhumvit 5 by Centropolis,433,pool,,,True,,1.27,13.743463,100.55448,,,40.0,54.0,25.0,4.0,Very Good,109,
434,16781832,Dang Derm in The Park Khaosan,434,pool,,,True,,2.77,13.759228,100.496514,FREE_CANCEL,PAY_LATER,38.0,54.0,30.0,3.8,Good,428,
435,20013547,TwoThree A Homely Hotel,435,pool,,,True,1.0,1.99,13.737953,100.564004,FREE_CANCEL,PAY_LATER,42.0,59.0,29.0,4.5,Wonderful,146,
436,3555416,Hotel Solo Sukhumvit 2,436,pool,,,True,2.0,1.27,13.737728,100.55195,FREE_CANCEL,PAY_LATER,42.0,93.0,55.0,4.1,Very Good,996,
437,912736,Anya Nana @ Sukhumvit,437,pool,hot_tub,,True,5.0,1.22,13.747914,100.554199,,,33.0,,,3.0,,476,
438,16113996,Nandha Hotel,438,,,,True,1.0,2.31,13.735607,100.568126,,,27.0,92.0,70.0,4.5,Wonderful,136,
439,5766231,Siri Oriental Bangkok Hotel,439,,,,True,,2.61,13.754551,100.497779,FREE_CANCEL,PAY_LATER,56.0,,,4.3,Excellent,290,VIP Access
440,35357368,Loft Bangkok Hotel,440,,,,True,,0.81,13.752327,100.546972,FREE_CANCEL,,50.0,,,4.4,Excellent,23,
441,2392284,MetroPoint Bangkok,441,,,,True,,6.64,13.768663,100.63259,FREE_CANCEL,PAY_LATER,15.0,,,3.6,Good,69,
442,21809722,Sib Kao,442,,,,True,,1.71,13.73906,100.55998,FREE_CANCEL,PAY_LATER,44.0,51.0,15.0,4.5,Wonderful,153,
443,66963785,Shan Villas Sukhumvit,443,pool,,,True,3.0,5.79,13.708263,100.612202,FREE_CANCEL,PAY_LATER,35.0,,,0.0,,0,
444,3978004,Sivatel Bangkok,444,free_breakfast,pool,hot_tub,True,,0.81,13.74457,100.547744,FREE_CANCEL,PAY_LATER,146.0,195.0,25.0,4.4,Excellent,892,VIP Access
445,13110430,The Residence on Thonglor by UHG,445,pool,hot_tub,,True,,3.3,13.73942,100.5844,FREE_CANCEL,,48.0,,,4.4,Excellent,92,
446,8464120,Nanatai Suites,446,pool,,,True,,1.47,13.734386,100.55318,FREE_CANCEL,,24.0,28.0,15.0,3.5,Good,188,
447,4567585,Asoke Residence Sukhumvit by UHG,447,pool,,,True,1.0,1.78,13.746386,100.562453,FREE_CANCEL,,36.0,88.0,60.0,4.0,Very Good,996,
448,13337298,Kokotel Bangkok Surawong,448,,,,True,,1.57,13.727749,100.524487,FREE_CANCEL,,27.0,41.0,35.0,4.3,Excellent,240,
449,2844233,LUXX Langsuan Hotel,449,pool,,,True,,0.91,13.735717,100.542192,FREE_CANCEL,,44.0,,,3.8,Good,389,
450,34799749,U Sabai Hotel,450,,,,True,3.0,2.95,13.716567,100.505696,,,23.0,46.0,51.0,4.5,Wonderful,2,
451,1753880,"Yellow Ribbon Hills, Boutique Suites",451,,,,True,,1.89,13.720331,100.532504,FREE_CANCEL,PAY_LATER,37.0,105.0,65.0,4.3,Excellent,142,
452,3726926,Evergreen Place Siam by UHG,452,pool,,,True,,0.41,13.750905,100.531093,FREE_CANCEL,PAY_LATER,64.0,112.0,43.0,4.1,Very Good,1000,
453,8402065,41 Suite Bangkok,453,,,,True,1.0,2.78,13.729177,100.572935,FREE_CANCEL,PAY_LATER,40.0,,,4.1,Very Good,335,
454,2663953,Oakwood Residence Sukhumvit Thonglor Bangkok,454,pool,,,True,5.0,3.16,13.734549,100.581213,,,94.0,123.0,24.0,4.2,Very Good,162,VIP Access
455,13479992,The Silver Palm Wellness Resort ,455,pool,,,True,,7.49,13.739425,100.647352,FREE_CANCEL,,34.0,69.0,51.0,4.1,Very Good,405,
456,6112162,Lemontea hotel,456,,,,True,5.0,0.45,13.753855,100.537574,FREE_CANCEL,PAY_LATER,46.0,171.0,73.0,4.2,Very Good,896,
457,39017227,Staybridge Suites Bangkok Thonglor,457,free_breakfast,pool,,True,,3.27,13.72819,100.580491,FREE_CANCEL,PAY_LATER,73.0,,,4.6,Wonderful,54,
458,7684258,Ad Lib,458,pool,,,True,7.0,1.1,13.745268,100.552199,,,86.0,96.0,10.0,4.4,Excellent,723,VIP Access
459,21602509,Bangkok Midtown Hotel,459,pool,,,True,4.0,1.01,13.75465,100.52289,FREE_CANCEL,PAY_LATER,33.0,39.0,15.0,3.8,Good,23,
460,523359,BelAire Bangkok Sukhumvit,460,pool,,,True,,1.27,13.744195,100.554594,,,50.0,111.0,55.0,3.9,Good,653,
461,19863868,Siam Tharadol,461,pool,,,True,,6.02,13.698472,100.610219,FREE_CANCEL,,40.0,66.0,40.0,4.4,Excellent,112,
462,19894193,Khaosan Art Hotel,462,,,,True,,3.01,13.762206,100.493829,FREE_CANCEL,PAY_LATER,16.0,23.0,30.0,3.9,Good,74,
463,11674744,The Present Sathorn,463,,,,True,4.0,2.19,13.71593,100.532479,FREE_CANCEL,,28.0,,,4.0,Very Good,23,
464,23443044,The Tivoli Hotel,464,pool,,,True,4.0,2.15,13.71918,100.54931,FREE_CANCEL,,18.0,21.0,10.0,3.6,Good,68,
465,11057524,Asia Residence 14 Bangkapi,465,,,,True,2.0,7.67,13.780853,100.645014,FREE_CANCEL,,16.0,,,3.8,Good,16,
466,10467531,Atlas Bangkok Hotel,466,,,,True,3.0,1.39,13.741085,100.555594,FREE_CANCEL,PAY_LATER,20.0,30.0,35.0,3.7,Good,60,
467,890482,Tai Pan Hotel,467,pool,,,True,5.0,1.91,13.738458,100.56285,FREE_CANCEL,,43.0,,,3.9,Good,718,
468,24934519,MeStyle Garage Hotel Bangkok,468,,,,True,,3.57,13.78018,100.57728,,,21.0,,,4.5,Wonderful,13,
469,12646689,Silom Lofts Hotel,469,pool,,,True,2.0,1.62,13.72431,100.532,,,40.0,,,4.3,Excellent,37,
470,15859810,137 Pillars Suites Bangkok,470,pool,,,True,8.0,2.51,13.73754,100.571972,FREE_CANCEL,PAY_LATER,319.0,425.0,25.0,4.8,Exceptional,62,VIP Access
471,23492745,Siam Nitra Boutique Hotel,471,,,,True,3.0,0.37,13.74969,100.531,FREE_CANCEL,,46.0,54.0,15.0,4.5,Wonderful,159,
472,44338696,Star Sukhumvit,472,,,,True,3.0,6.47,13.682733,100.60557,FREE_CANCEL,PAY_LATER,19.0,,,5.0,Exceptional,6,
473,7660876,Lasalle Suites & Spa Hotel,473,pool,hot_tub,,True,7.0,7.97,13.664466,100.618446,,,34.0,42.0,20.0,3.8,Good,72,
474,4399896,Best Western Plus @20 Sukhumvit,474,,,,True,,2.13,13.732746,100.563939,FREE_CANCEL,PAY_LATER,35.0,,,3.9,Good,540,
475,4053706,Vic3 Bangkok,475,pool,,,True,,1.91,13.774475,100.542202,,,35.0,101.0,65.0,4.0,Very Good,775,
476,72546467,Niagara Hotel,476,,,,True,,1.78,13.723239,100.526949,FREE_CANCEL,,25.0,,,0.0,,0,
477,11284761,Lucky House Khaosan,477,,,,True,,2.85,13.759274,100.495258,FREE_CANCEL,PAY_LATER,21.0,30.0,30.0,4.1,Very Good,381,
478,16894166,Noursabah Bed Bangkok,478,,,,True,1.0,0.7,13.75592,100.53017,FREE_CANCEL,PAY_LATER,40.0,54.0,25.0,4.6,Wonderful,67,
479,72290413,The Quarter Onnut by UHG,479,pool,,,True,,5.55,13.700167,100.602867,FREE_CANCEL,PAY_LATER,33.0,54.0,38.0,0.0,,0,
480,4497845,Jasmine Resort,480,pool,hot_tub,,True,,4.29,13.715692,100.590862,FREE_CANCEL,PAY_LATER,84.0,186.0,55.0,4.2,Very Good,881,VIP Access
481,18895495,Baan Thai Boutique,481,,,,True,2.0,5.53,13.761299,100.617127,FREE_CANCEL,,29.0,58.0,50.0,4.2,Very Good,13,
482,26737929,Eight Ville Apartment,482,,,,True,1.0,1.59,13.73488,100.55582,FREE_CANCEL,PAY_LATER,27.0,,,4.7,Exceptional,41,
483,1818070,Grand Richmond Stylish Convention Hotel,483,pool,,,True,,8.12,13.861508,100.506506,,,51.0,78.0,35.0,3.9,Good,78,
484,11625625,Sereine Sukhumvit 39,484,pool,,,True,3.0,2.55,13.73423,100.5715,FREE_CANCEL,,26.0,77.0,67.0,4.1,Very Good,91,
485,16287018,Fyn Hotel,485,,,,True,1.0,1.1,13.763203,100.538668,FREE_CANCEL,PAY_LATER,30.0,37.0,20.0,4.4,Excellent,341,
486,7807494,Wall Street Inn,486,,,,True,4.0,1.23,13.73006,100.532018,FREE_CANCEL,PAY_LATER,21.0,,,3.4,,381,
487,4726829,Bangkok Inter Place Hotel,487,pool,,,True,2.0,5.81,13.753665,100.622312,FREE_CANCEL,PAY_LATER,37.0,,,3.5,Good,73,
488,44516467,Hotel Ordinary Bangkok,488,pool,,,True,2.0,0.76,13.756196,100.542982,FREE_CANCEL,PAY_LATER,58.0,,,5.0,Exceptional,1,
489,11285072,Rambuttri House,489,,,,True,,2.78,13.760428,100.496795,FREE_CANCEL,,17.0,,,3.6,Good,122,
490,7900,Indra Regent Hotel,490,pool,,,True,2.0,0.55,13.753458,100.541356,FREE_CANCEL,PAY_LATER,57.0,72.0,21.0,3.5,Good,996,
491,15160672,The Orchid House 153,491,,,,True,4.0,2.82,13.76455,100.497792,,,17.0,31.0,46.0,4.1,Very Good,74,
492,18415756,Three Sukhumvit Hotel,492,,,,True,5.0,1.18,13.745931,100.553555,FREE_CANCEL,,47.0,87.0,46.0,4.0,Very Good,63,
493,14726960,Best Western Plus Wanda Grand Hotel,493,pool,,,True,,10.79,13.903594,100.530953,,,80.0,,,4.3,Excellent,272,
494,7508289,The Promenade Hotel,494,pool,,,True,4.0,1.51,13.737249,100.555889,FREE_CANCEL,PAY_LATER,28.0,93.0,70.0,3.7,Good,198,
495,64104617,B2 Don Mueang Premier Hotel,495,,,,True,,9.9,13.879291,100.593795,,,23.0,,,4.3,Excellent,3,
496,11283645,D&D Inn Khaosan,496,pool,,,True,,2.77,13.759248,100.496556,FREE_CANCEL,PAY_LATER,47.0,,,3.3,,998,
497,32643896,Royale 8 Ville,497,,,,True,2.0,2.47,13.763206,100.502995,FREE_CANCEL,,23.0,,,4.4,Excellent,56,
498,4352480,Buddy Oriental Riverside,498,free_breakfast,pool,,True,2.0,12.63,13.927508,100.503143,FREE_CANCEL,,64.0,,,4.2,Very Good,46,
499,4249347,D Varee Xpress Makkasan,499,,,,True,5.0,1.7,13.749275,100.56127,FREE_CANCEL,PAY_LATER,21.0,35.0,40.0,3.5,Good,781,
500,3066243,Ariyasomvilla,500,free_breakfast,pool,hot_tub,True,4.0,1.06,13.747752,100.55178,FREE_CANCEL,,156.0,,,4.8,Exceptional,456,
501,35278416,Le Vanvarothai Saladaeng Residence,501,,,,True,1.0,1.41,13.7272,100.538,FREE_CANCEL,PAY_LATER,33.0,,,4.3,Excellent,17,
502,30067745,Spittze Hotel Pratunam,502,,,,True,,0.51,13.75494,100.536087,FREE_CANCEL,PAY_LATER,47.0,,,3.7,Good,37,
503,9283405,Praso Ratchada,503,,,,True,,2.04,13.758571,100.564206,FREE_CANCEL,,20.0,,,3.5,Good,30,
504,29764927,Bella Bella River View,504,,,,True,1.0,2.92,13.76589,100.49689,FREE_CANCEL,PAY_LATER,8.0,,,4.1,Very Good,31,
505,12247985,iCheck inn Sukhumvit 19,505,,,,True,,1.68,13.739111,100.559526,,,26.0,39.0,35.0,3.6,Good,74,
506,22608378,Aspira Skyy Sukhumvit 1,506,,,,True,,1.05,13.74611,100.55156,,,28.0,43.0,35.0,3.8,Good,37,
507,5248530,VELA Dhi GLOW Pratunam,507,pool,,,True,1.0,0.29,13.751111,100.538175,,,114.0,175.0,35.0,4.4,Excellent,1000,
508,44218212,Rembrandt Sukhumvit,508,pool,,,True,,2.18,13.731072,100.563756,,,56.0,93.0,40.0,4.4,Excellent,32,
509,11749489,14 Residence,509,,,,True,1.0,6.9,13.648425,100.522975,FREE_CANCEL,,20.0,,,4.0,Very Good,34,
510,19210064,Davis Thai House,510,pool,,,True,5.0,2.71,13.720983,100.565783,FREE_CANCEL,PAY_LATER,186.0,373.0,50.0,4.2,Very Good,5,
511,4260937,Praya Palazzo,511,free_breakfast,pool,,True,5.0,3.13,13.765879,100.493308,FREE_CANCEL,,98.0,,,4.5,Wonderful,323,
512,7982502,The Fifth Residence Hotel,512,,,,True,5.0,1.08,13.750586,100.520219,,,23.0,,,3.7,Good,77,
513,2591257,Tango Vibrant Living Hotel,513,,,,True,,0.62,13.753699,100.542728,,,29.0,49.0,42.0,3.9,Good,381,
514,5554932,Roseate Ratchada,514,,,,True,,2.11,13.76046,100.564446,FREE_CANCEL,PAY_LATER,28.0,,,4.1,Very Good,214,
515,11490215,Charlie House Pinklao,515,pool,,,True,8.0,4.22,13.77584,100.480338,FREE_CANCEL,,23.0,,,4.2,Very Good,96,
516,8452920,OYO 102 Diamond Residence Hotel,516,,,,True,3.0,1.75,13.724869,100.524432,FREE_CANCEL,,14.0,27.0,48.0,3.2,,108,
517,3978633,Column Bangkok Hotel,517,pool,,,True,3.0,1.94,13.733161,100.560901,FREE_CANCEL,,87.0,,,4.2,Very Good,417,
518,1593087,King Park Avenue Hotel,518,pool,hot_tub,,True,5.0,8.17,13.69385,100.644478,,,26.0,28.0,7.0,3.5,Good,46,
519,6113458,CINNAMON RESIDENCE,519,pool,,,True,,6.68,13.84079,100.562283,FREE_CANCEL,,27.0,45.0,40.0,3.9,Good,116,
520,19490603,Sovereign Group Hotel,520,,,,True,4.0,0.22,13.750142,100.537778,FREE_CANCEL,PAY_LATER,32.0,40.0,20.0,4.0,Very Good,138,
521,898974,Asia Airport Hotel,521,pool,,,True,4.0,15.93,13.962017,100.622918,FREE_CANCEL,,40.0,,,3.6,Good,332,
522,26667361,Alix Bangkok Hotel,522,pool,,,True,,3.19,13.750769,100.583469,FREE_CANCEL,,45.0,,,4.1,Very Good,25,
523,9328985,The Atrium Ratchada 13,523,,,,True,5.0,3.37,13.781277,100.57216,FREE_CANCEL,,19.0,22.0,10.0,3.7,Good,131,
524,1494078,At Ease Saladaeng by AETAS,524,pool,,,True,,1.48,13.726488,100.540411,,,37.0,105.0,65.0,4.1,Very Good,357,
525,9224707,Don Mueang Airport Modern Bangkok Hotel,525,,,,True,2.0,13.0,13.924992,100.60013,,,18.0,,,3.9,Good,265,
